"Rescue ID","Name","Birthdate","Sex","Primary Breed","Color (General)","Status","Created","Euthanasia Date","Adopted Date"
"F14-142","Bagheera","9/12/2014","Male","Domestic Medium Hair","Black (Mostly)","Adopted","10/19/2014 8:06 PM","","2/7/2015"
"F14-143","Bo Peep","9/12/2014","Female","Domestic Short Hair","Black (Mostly)","Adopted","10/19/2014 8:06 PM","","2/7/2015"
"F14-144","Lotti Da","9/12/2014","Female","Domestic Short Hair","Black and White","Adopted","10/19/2014 8:07 PM","","12/29/2015"
"F14-145","Bean Poof","8/20/2014","Male","Maine Coon","Black","Adopted","10/22/2014 10:50 AM","","2/7/2015"
"F14-146","Lyle Poof","8/20/2014","Male","Maine Coon","Black","Adopted","10/22/2014 10:51 AM","","2/7/2015"
"F14-147","Bear Poof","8/20/2014","Male","Maine Coon","Brown Tabby","Adopted","10/22/2014 10:52 AM","","2/7/2015"
"F14-148","Heston","4/1/2014","Male","Domestic Medium Hair","Black and White","Adopted","10/24/2014 11:31 AM","","12/21/2014"
"F14-149","Bogart","4/1/2014","Male","Domestic Short Hair","Black (Mostly)","Adopted","10/24/2014 11:31 AM","","2/1/2015"
"F14-150","Ellen","8/30/2014","Female","Domestic Medium Hair","Gray  Blue or Silver Tabby","Adopted","10/26/2014 8:34 AM","","2/7/2015"
"F14-151","Edgar II","8/30/2014","Male","Domestic Long Hair","Gray  Blue or Silver Tabby","Adopted","10/26/2014 8:35 AM","","2/7/2015"
"F14-152","Fiona D","8/30/2014","Female","Domestic Short Hair","Black and White","Adopted","10/26/2014 8:47 AM","","2/7/2015"
"F14-153","Samantha D","8/30/2014","Female","Domestic Long Hair","Black","Adopted","10/26/2014 8:49 AM","","2/7/2015"
"F14-154","Tinker Bell","8/15/2014","Female","Domestic Medium Hair","Calico or Dilute Calico","Adopted","10/26/2014 9:09 AM","","1/24/2015"
"F14-155","Smudge","10/25/2008","Female","Domestic Short Hair","Black and White","Adopted","10/26/2014 10:07 AM","","2/14/2015"
"F14-156","Hershey Chocolate","4/23/2014","Male","Domestic Short Hair","Black","Adopted","10/29/2014 9:50 AM","","5/3/2015"
"F14-157","Toblerone Chocolate","4/23/2014","Male","Domestic Short Hair","Orange","Adopted","10/29/2014 9:53 AM","","5/3/2015"
"F14-158","Godiva Chocolate","4/23/2014","Female","Domestic Short Hair","Tortoiseshell","Adopted","10/29/2014 9:54 AM","","2/18/2017"
"F14-159","Ben L","7/28/2014","Male","Domestic Short Hair","Black","Adopted","11/8/2014 8:53 AM","","3/13/2016"
"F14-160","Daisy L","2/3/2014","Female","Domestic Short Hair","Orange and White","Adopted","11/8/2014 8:59 AM","","10/12/2016"
"F14-161","Eli L","8/18/2014","Male","Domestic Short Hair","Orange and White","Adopted","11/8/2014 9:04 AM","","8/7/2018"
"F14-162","Jill L","9/1/2014","Female","Domestic Short Hair","Gray  Blue or Silver Tabby","Adopted","11/8/2014 9:08 AM","","2/7/2015"
"F14-163","Will L","9/1/2014","Male","Domestic Short Hair","White","Adopted","11/8/2014 9:10 AM","","2/7/2015"
"F14-164","Polly L","7/28/2014","Female","Domestic Short Hair","Black and White","Adopted","11/8/2014 9:12 AM","","12/6/2014"
"F14-165","Cheyenne","9/2/2014","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","11/12/2014 1:43 PM","","3/8/2015"
"F14-166","Olympia","9/2/2014","Female","Domestic Medium Hair","Black","Adopted","11/12/2014 1:44 PM","","3/8/2015"
"F14-167","Madison","9/2/2014","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","11/12/2014 1:45 PM","","3/8/2015"
"F14-168","Denver","9/2/2014","Male","Domestic Short Hair","Black and White","Adopted","11/12/2014 1:46 PM","","3/8/2015"
"F14-169","Buggy","10/14/2014","Male","Domestic Short Hair","Brown Tabby","Adopted","11/13/2014 1:00 PM","","3/8/2015"
"F14-170","Lilac V","10/14/2014","Female","Domestic Short Hair","Brown Tabby","Adopted","11/13/2014 1:01 PM","","3/8/2015"
"F14-171","Tyger","10/14/2014","Male","Domestic Short Hair","Brown Tabby","Adopted","11/13/2014 1:02 PM","","4/18/2015"
"F14-172","Dutchess D","11/11/2013","Female","Domestic Short Hair","Gray and White","Adopted","11/13/2014 1:09 PM","","3/4/2015"
"F14-173","Berlioz D","9/30/2014","Male","Domestic Short Hair","Black and White","Adopted","11/13/2014 1:10 PM","","6/4/2015"
"F14-174","Toulouse D","9/30/2014","Male","Russian Blue","Gray","Adopted","11/13/2014 1:13 PM","","3/8/2015"
"F14-175","Marie D","9/30/2014","Female","Domestic Short Hair","Black","Adopted","11/13/2014 1:14 PM","","3/8/2015"
"F14-176","Abigail D","9/30/2014","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","11/13/2014 1:15 PM","","3/8/2015"
"F14-177","Blackhawk","9/16/2014","Male","Domestic Medium Hair","Black (Mostly)","Adopted","11/13/2014 1:47 PM","","12/13/2015"
"F14-178","Tasha","9/16/2014","Female","Domestic Long Hair","Orange","Adopted","11/13/2014 1:47 PM","","8/14/2016"
"F14-179","Mars G","9/20/2014","Male","Domestic Medium Hair","Black (Mostly)","Adopted","11/13/2014 2:02 PM","","1/13/2017"
"F14-180","Tilly G","9/27/2014","Female","Domestic Short Hair","Brown Tabby","Adopted","11/13/2014 2:03 PM","","2/7/2015"
"F14-181","Holly Hobbie","8/26/2012","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","11/14/2014 12:51 PM","","7/25/2015"
"F14-182","Huckleberry Finn","5/9/2013","Male","Domestic Short Hair","Brown Tabby","Adopted","11/14/2014 6:23 PM","","1/2/2015"
"F14-183","Thomas O'Malley D","3/9/2014","Male","Domestic Short Hair","Orange","Adopted","11/14/2014 6:52 PM","","1/14/2018"
"F14-184","Snickerdoodle","5/18/2010","Male","Siamese","Cream (Mostly)","Adopted","11/18/2014 9:47 PM","","5/31/2015"
"F14-185","Skye II","11/20/2011","Female","Siamese","Cream (Mostly)","Adopted","11/18/2014 10:09 PM","","10/18/2015"
"F14-186","Eartha Kit","7/1/2014","Female","Norwegian Forest Cat","Calico or Dilute Calico","Adopted","11/18/2014 10:18 PM","","8/2/2015"
"F14-187","Bruce Wayne","7/1/2014","Female","Norwegian Forest Cat","Black and White","Adopted","11/18/2014 10:20 PM","","5/31/2015"
"F14-188","Chanel W","7/20/2014","Female","Domestic Short Hair","Brown Tabby","Adopted","11/24/2014 11:11 AM","","12/14/2014"
"F14-189","Chapman","7/20/2014","Male","Domestic Short Hair","Brown Tabby","Adopted","11/24/2014 11:12 AM","","12/14/2014"
"F14-190","Cree","7/21/2014","Male","Domestic Short Hair","Black","Adopted","11/24/2014 11:13 AM","","8/13/2017"
"F14-191","Cahto","7/21/2014","Male","Domestic Short Hair","Black","Adopted","11/24/2014 11:14 AM","","8/13/2017"
"F14-192","Salem II","8/21/2014","Male","Domestic Short Hair","Black","Adopted","11/24/2014 11:16 AM","","7/19/2015"
"F14-193","Sawyer","8/21/2014","Female","Domestic Short Hair","Black","Adopted","11/24/2014 11:17 AM","","2/7/2015"
"F14-194","Mosi","7/21/2014","Female","Domestic Short Hair","Black","Adopted","11/24/2014 11:19 AM","","2/1/2015"
"F14-195","Wesa","7/21/2014","Male","Domestic Short Hair","Black","Adopted","11/24/2014 11:19 AM","","2/1/2015"
"F14-196","Tokala","7/15/2014","Male","Russian Blue","Gray","Adopted","11/24/2014 6:38 PM","","4/2/2015"
"F14-197","Tahki","7/15/2014","Female","Russian Blue","Gray","Adopted","11/24/2014 6:38 PM","","8/14/2015"
"F14-198","Carter S","9/16/2014","Male","Domestic Short Hair","Black and White","Adopted","11/26/2014 12:45 PM","","2/7/2015"
"F14-199","Finley","9/16/2014","Male","Domestic Short Hair","Gray and White","Adopted","11/26/2014 12:47 PM","","2/7/2015"
"F14-200","Loretta II","11/25/2012","Female","Domestic Short Hair","Tortoiseshell","Adopted","11/29/2014 7:31 PM","","2/4/2015"
"F14-201","Brandy K","10/8/2014","Female","Domestic Short Hair","Tortoiseshell","Adopted","12/1/2014 2:43 PM","","4/18/2015"
"F14-202","Ali K","10/15/2014","Female","Domestic Short Hair","Brown Tabby","Adopted","12/1/2014 2:48 PM","","4/18/2015"
"F14-203","Dewey K","10/15/2014","Male","Domestic Short Hair","Orange","Euthanized","12/1/2014 2:56 PM","1/13/2015",""
"F14-204","Brie K","10/15/2014","Female","Russian Blue","Gray","Adopted","12/1/2014 2:57 PM","","4/18/2015"
"F14-205","Baylee K","10/8/2014","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","12/1/2014 2:59 PM","","4/18/2015"
"F14-206","Velvet H","6/5/2012","Female","Ragdoll","Cream (Mostly)","Adopted","12/6/2014 10:12 AM","","12/6/2014"
"F14-207","Chester H","12/8/2012","Male","Domestic Short Hair","Orange","Adopted","12/12/2014 3:34 PM","","1/7/2015"
"F14-208","Allspice H","5/9/2014","Female","Domestic Short Hair","Brown Tabby","Adopted","12/12/2014 3:37 PM","","1/3/2015"
"F14-209","Redford","6/2/2014","Male","Domestic Medium Hair","Orange","Adopted","12/6/2014 10:33 AM","","2/7/2015"
"F14-210","Catalina","11/13/2014","Female","Domestic Short Hair","Orange","Adopted","12/12/2014 3:39 PM","","4/24/2016"
"F14-211","Stowaway","11/13/2014","Male","Domestic Short Hair","Orange","Adopted","12/12/2014 3:39 PM","","4/18/2015"
"F14-212","Beacon W","11/13/2014","Male","Domestic Short Hair","Orange","Adopted","12/12/2014 3:39 PM","","4/18/2015"
"F14-213","Madre (nka Genevieve)","9/26/2013","Female","Domestic Short Hair","Brown Tabby","Adopted","12/12/2014 3:42 PM","","5/29/2020"
"F14-214","Camo","10/5/2014","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","12/12/2014 3:43 PM","","3/15/2015"
"F14-215","Lady Knight","10/5/2014","Female","Domestic Short Hair","Black and White","Adopted","12/12/2014 3:44 PM","","3/15/2015"
"F14-216","Trooper","10/5/2014","Male","Domestic Short Hair","Gray and White","Adopted","12/12/2014 3:45 PM","","4/24/2015"
"F14-217","Commander B","9/29/2014","Male","Domestic Short Hair","Orange and White","Adopted","12/12/2014 3:46 PM","","4/25/2015"
"F14-218","Sepia G","4/13/2014","Female","Domestic Short Hair","Brown Tabby","Adopted","12/16/2014 3:15 PM","","6/6/2015"
"F14-219","Peanut G","6/15/2014","Male","Domestic Short Hair","Tan","Adopted","12/16/2014 3:16 PM","","2/7/2015"
"F14-220","Starbucks","6/13/2013","Male","Domestic Short Hair","Orange and White","Adopted","12/16/2014 3:24 PM","","1/17/2015"
"F14-221","Binky R","9/1/2014","Female","Domestic Short Hair","Black","Euthanized","12/16/2014 3:26 PM","",""
"F14-222","Diamond L","6/16/2013","Female","Domestic Long Hair","White (Mostly)","Adopted","12/17/2014 8:21 PM","","12/13/2015"
"F14-223","Dix","10/16/2014","Male","Domestic Short Hair","Black and White","Adopted","12/17/2014 8:22 PM","","3/8/2015"
"F14-224","Dez","10/16/2014","Male","Domestic Short Hair","Black and White","Adopted","12/17/2014 8:23 PM","","4/17/2015"
"F14-225","Dan","10/16/2014","Male","Domestic Short Hair","Black and White","Adopted","12/17/2014 8:23 PM","","5/12/2015"
"F14-226","Duke L","10/16/2014","Male","Domestic Short Hair","Black and White","Adopted","12/17/2014 8:23 PM","","5/12/2015"
"F14-227","Dwayne","10/16/2014","Male","Domestic Short Hair","Black and White","Adopted","12/17/2014 8:24 PM","","3/8/2015"
"F14-228","Rudolph W","10/16/2014","Male","Domestic Short Hair","Black and White","Adopted","12/17/2014 8:26 PM","","3/8/2015"
"F14-229","Dasher W","10/16/2014","Male","Domestic Short Hair","Black and White","Adopted","12/17/2014 8:26 PM","","4/18/2015"
"F14-230","Blitzen W","10/16/2014","Male","Domestic Short Hair","Black and White","Adopted","12/17/2014 8:26 PM","","9/9/2018"
"F14-231","Comet W","10/16/2014","Male","Domestic Short Hair","Gray and White","Adopted","12/17/2014 8:27 PM","","4/18/2015"
"F14-232","Dr. Pepper","6/13/2014","Male","Domestic Short Hair","Gray  Blue or Silver Tabby","Adopted","12/19/2014 9:35 AM","","3/17/2015"
"F14-233","Sheetzy","12/13/2012","Male","Domestic Short Hair","Gray","Adopted","12/19/2014 9:39 AM","","7/28/2015"
"F14-234","Noelle H","12/22/2012","Female","Domestic Short Hair","Brown Tabby","Euthanized","1/5/2015 3:21 PM","2/27/2015",""
"F14-235","Keel","11/13/2014","Male","Domestic Short Hair","Orange","Adopted","1/9/2015 10:53 AM","","6/8/2015"
"F14-236","Schooner","11/13/2014","Male","Domestic Short Hair","Orange","Adopted","1/9/2015 10:54 AM","","4/24/2016"
"F15-001","Cowboy K","3/20/2014","Male","Domestic Short Hair","Orange","Adopted","1/5/2015 9:39 AM","","1/25/2015"
"F15-002","Ambrosia K","6/21/2014","Female","Domestic Short Hair","Orange","Adopted","1/5/2015 9:40 AM","","2/28/2015"
"F15-003","Tinsel H","6/3/2013","Female","Domestic Short Hair","Gray","Adopted","1/15/2015 10:02 AM","","1/15/2015"
"F15-004","Pizza G","8/30/2012","Female","Maine Coon","Brown Tabby","Adopted","1/15/2015 10:57 AM","","2/7/2015"
"F15-005","Mona M","6/15/2010","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","1/29/2015 3:30 PM","","4/12/2015"
"F15-006","Oxford H","1/28/2014","Male","Domestic Short Hair","Orange","Adopted","1/30/2015 9:08 AM","","1/2/2016"
"F15-007","Liesl W","11/17/2014","Female","Domestic Short Hair","Tortoiseshell","Adopted","1/30/2015 9:12 AM","","5/7/2015"
"F15-008","Marta W","11/17/2014","Female","Domestic Short Hair","Black","Adopted","1/30/2015 9:13 AM","","5/18/2015"
"F15-009","Gretel W","11/17/2014","Female","Domestic Short Hair","Brown Tabby","Adopted","1/30/2015 9:14 AM","","5/7/2015"
"F15-010","Friedrich","11/17/2014","Male","Domestic Short Hair","Brown Tabby","Adopted","1/30/2015 9:15 AM","","5/18/2015"
"F15-011","Atlas K","11/17/2014","Male","Russian Blue","Gray","Adopted","2/6/2015 12:53 PM","","5/21/2015"
"F15-012","Athena K","11/17/2014","Female","Domestic Short Hair","Black","Adopted","2/6/2015 12:53 PM","","4/18/2015"
"F15-013","Kili","11/17/2014","Male","Domestic Short Hair","Brown Tabby","Adopted","2/6/2015 12:56 PM","","6/17/2015"
"F15-014","Margaery","11/17/2014","Female","Domestic Short Hair","Tortoiseshell","Adopted","2/6/2015 12:57 PM","","9/29/2015"
"F15-015","Tyrion","11/17/2014","Male","Domestic Short Hair","Brown Tabby","Adopted","2/6/2015 12:58 PM","","4/17/2015"
"F15-016","Kodiak","11/17/2014","Male","Domestic Short Hair","Black","Adopted","2/6/2015 12:59 PM","","4/18/2015"
"F15-017","Nymeria","11/17/2014","Female","Domestic Short Hair","Brown Tabby","Adopted","2/6/2015 1:00 PM","","4/18/2015"
"F15-018","Adam Fluff","11/24/2014","Male","Maine Coon","Brown Tabby","Adopted","2/6/2015 1:03 PM","","4/18/2015"
"F15-019","Maple Syrup","4/1/2014","Female","Domestic Short Hair","Brown Tabby","Euthanized","2/19/2015 10:33 AM","7/30/2015",""
"F15-020","Hampton","4/25/2013","Male","Domestic Short Hair","Black and White","Adopted","2/19/2015 10:35 AM","","2/25/2019"
"F15-021","Catsby","6/23/2014","Male","Domestic Short Hair","Gray","Adopted","2/26/2015 1:24 PM","","6/13/2015"
"F15-022","Dexter K","9/16/2014","Male","Maine Coon","Orange (Mostly)","Adopted","3/3/2015 2:43 PM","","5/7/2015"
"F15-023","Salem Kaziah","3/3/2013","Female","Domestic Short Hair","Black","Adopted","3/3/2015 2:55 PM","","4/16/2016"
"F15-024","Mahriss","5/29/2011","Male","Maine Coon","Orange","Adopted","3/9/2015 11:47 AM","","3/14/2015"
"F15-025","Duncan K","10/15/2009","Male","Domestic Short Hair","Orange and White","Adopted","3/16/2015 9:01 AM","","4/18/2015"
"F15-026","Daisuke","7/16/2014","Male","Domestic Short Hair","Black and White","Adopted","3/16/2015 3:06 PM","","7/29/2015"
"F15-027","Ilithya","7/16/2014","Female","Domestic Short Hair","Brown Tabby","Adopted","3/16/2015 3:07 PM","","7/29/2015"
"F15-028","Moose Tracks II (FeLV+)","3/3/2014","Male","Domestic Short Hair","White (Mostly)","Euthanized","3/17/2015 12:50 PM","2/9/2016",""
"F15-029","Mr. T","2/16/2014","Male","Siamese","White","Adopted","3/22/2015 11:56 AM","","5/25/2015"
"F15-030","Carly K","3/4/2014","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","3/30/2015 9:40 AM","","7/21/2015"
"F15-031","Mitzy H","3/19/2013","Female","Domestic Short Hair","Gray (Mostly)","Adopted","3/30/2015 9:44 AM","","9/15/2015"
"F15-032","Bodie K","3/25/2013","Male","Domestic Short Hair","Orange and White","Adopted","3/30/2015 9:47 AM","","2/25/2018"
"F15-033","Stork","2/18/2011","Male","Persian","White","Adopted","3/31/2015 9:23 AM","","6/13/2015"
"F15-034","Mewsette","12/31/2014","Female","Domestic Short Hair","Gray and White","Adopted","3/31/2015 1:07 PM","","6/13/2015"
"F15-035","Robes-Pierre","12/31/2014","Male","Domestic Short Hair","Black and White","Adopted","3/31/2015 1:08 PM","","6/13/2015"
"F15-036","Jean-Clawed","12/31/2014","Male","Domestic Short Hair","Brown Tabby","Adopted","3/31/2015 1:09 PM","","7/13/2015"
"F15-037","Meowrice","12/31/2014","Female","Domestic Short Hair","Black and White","Adopted","3/31/2015 1:11 PM","","6/13/2015"
"F15-038","Napoleon","12/31/2014","Female","Domestic Short Hair","Gray and White","Adopted","3/31/2015 1:12 PM","","6/13/2015"
"F15-039","Clawdia","12/31/2014","Female","Domestic Short Hair","Gray and White","Adopted","3/31/2015 1:07 PM","","7/27/2015"
"F15-040","Keller","4/30/2014","Male","Siamese","White","Adopted","3/31/2015 9:16 AM","","5/23/2015"
"F15-041","Tally H","3/21/2012","Female","Domestic Short Hair","Brown Tabby","Adopted","4/2/2015 11:12 AM","","4/10/2016"
"F15-042","Daisy H","9/16/2013","Female","Domestic Short Hair","Tortoiseshell","Adopted","4/6/2015 9:05 AM","","5/14/2015"
"F15-043","Beck K","4/3/2015","Male","Domestic Short Hair","White (Mostly)","Adopted","4/6/2015 9:11 AM","","12/1/2015"
"F15-044","Clapton K","4/3/2015","Male","Domestic Short Hair","Orange and White","Adopted","4/6/2015 9:12 AM","","11/14/2015"
"F15-045","Emmylou K","4/3/2015","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","4/6/2015 9:12 AM","","2/14/2016"
"F15-046","Tori K","4/3/2015","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","4/6/2015 9:12 AM","","8/11/2015"
"F15-047","Chrissie K","4/3/2015","Female","Domestic Short Hair","Calico or Dilute Calico","Adopted","4/6/2015 9:13 AM","","8/11/2015"
"F15-048","Asher H","2/1/2014","Male","Turkish Van","Black and White","Adopted","4/8/2015 10:55 AM","","5/29/2015"
"F15-049","Abbatha","4/1/2014","Female","Domestic Short Hair","Brown Tabby","Adopted","4/8/2015 10:57 AM","","12/31/2015"
"F15-050","Archer W","1/28/2015","Male","Domestic Short Hair","Brown Tabby","Adopted","4/8/2015 10:58 AM","","8/16/2015"
"F15-051","Angus W","1/28/2015","Male","Domestic Short Hair","Gray","Adopted","4/8/2015 10:58 AM","","5/28/2015"
"F15-052","Aaralyn W","1/28/2015","Female","Domestic Short Hair","Gray (Mostly)","Adopted","4/8/2015 10:59 AM","","5/28/2015"
"F15-053","Delilah M","3/11/2011","Female","Domestic Short Hair","Black and White","Adopted","4/8/2015 11:03 AM","","5/26/2015"
"F15-054","Zeb","2/13/2015","Male","Domestic Long Hair","Black and White","Adopted","4/8/2015 11:04 AM","","1/20/2020"
"F15-055","Zach","2/13/2015","Male","Domestic Long Hair","Black and White","Adopted","4/8/2015 11:04 AM","","1/20/2020"
"F15-056","Fletcher K","4/1/2014","Male","Domestic Short Hair","Orange","Adopted","4/8/2015 2:37 PM","","5/8/2016"
"F15-057","Teddy H","9/5/2008","Male","Domestic Short Hair","Black","Adopted","4/10/2015 8:35 AM","","10/10/2015"
"F15-058","Gracie H","9/6/2007","Female","Domestic Short Hair","Gray and White","Adopted","4/10/2015 8:35 AM","","10/10/2015"
"F15-059","Jack L","2/23/2015","Male","Domestic Short Hair","Orange and White","Adopted","4/24/2015 12:13 PM","","7/1/2015"
"F15-060","Jake L","2/23/2015","Male","Domestic Short Hair","Orange and White","Adopted","4/24/2015 12:13 PM","","7/1/2015"
"F15-061","Jim L","2/23/2015","Male","Domestic Long Hair","Orange and White","Adopted","4/24/2015 1:15 PM","","7/1/2015"
"F15-062","Jay L","2/23/2015","Male","Domestic Short Hair","Orange and White","Adopted","4/24/2015 12:12 PM","","9/21/2015"
"F15-063","Alexander","4/1/2014","Male","Domestic Medium Hair","Black","Adopted","5/7/2015 11:46 AM","","5/23/2015"
